FirstName,LastName,Name,MiddleInitial,HouseNumber,StreetName,Source,Class
DUFFY-TYLER  , ALLICIA     ,DUFFY-TYLER ALLICIA, ,400,72ND                ,B,ID4445113314680510002
DUFFY-TYLER  , GERALDINE   ,DUFFY-TYLER GERALDINE,L,400,72ND                ,B,ID4445113314680510005
DUFFY-TYLER  , NATASHA     ,DUFFY-TYLER NATASHA, ,400,72ND                ,B,ID4445113314680510006
ELM          , GISUS       ,ELM GISUS,A,419,VILLAGRANDE         ,B,ID4445113314675510001
ELM          , ETHLEW      ,ELM ETHLEW,J,419,VILLAGRANDE         ,B,ID4445113314675510002
FENSTER-PENNE, JEANNE      ,FENSTER-PENNE JEANNE,L,610,STARKEY             ,B,ID44461161345        
GASBARRD     , PABLO       ,GASBARRD PABLO,V,401,VILLAGRANDE         ,B,ID4445113314674810001
GASBARRD     , LE ANNE     ,GASBARRD LE ANNE,G,401,VILLAGRANDE         ,B,ID4445113314674810002
GASBARRD     , AFRIN       ,GASBARRD AFRIN,K,401,VILLAGRANDE         ,B,ID4445113314674810003
GASBARRD     , JO ANNE     ,GASBARRD JO ANNE,M,401,VILLAGRANDE         ,B,ID4445113314674810005
GEHRING      , BIANCA      ,GEHRING BIANCA,A,602,STARKEY             ,B,ID44461160444        
HACKER       , ZUNZELL     ,HACKER ZUNZELL,M,606,STARKEY             ,B,ID44461161046        
HACKER       , CORNLIUS    ,HACKER CORNLIUS,M,606,STARKEY             ,B,ID44461161047        
HALLORAW     , MARIEA      ,HALLORAW MARIEA,A,600,STARKEY             ,B,ID44461160351        
HELER        , DIXIE       ,HELER DIXIE,J,380,72ND                ,B,ID4445113314681310001
HELER        , DORIAN      ,HELER DORIAN,J,380,72ND                ,B,ID4445113314681310003
HELER        , TEAIRA      ,HELER TEAIRA,J,380,72ND                ,B,ID4445113314681310002
HELER        , ANGELEAN    ,HELER ANGELEAN,M,380,72ND                ,B,ID4445113314681310004
HOOPER       , ARISTIDIS   ,HOOPER ARISTIDIS,C,7100,2ND                 ,B,ID4445112314672210001
HOOPER       , CARLO       ,HOOPER CARLO,C,7100,2ND                 ,B,ID4445112314672210003
HOOPER       , ROSETTA     ,HOOPER ROSETTA,B,7100,2ND                 ,B,ID4445112314672210002
HUBRICK      , CHARLS      ,HUBRICK CHARLS,P,7127,3RD                 ,B,ID4445112314666410001
HUBRICK      , JANICE      ,HUBRICK JANICE, ,7127,3RD                 ,B,ID4445112314666410002
PAINE-WELLS  , SIFRIDO     ,PAINE-WELLS SIFRIDO,J,231,71ST                ,B,ID4445113314673010001
PAINE-WELLS  , ABEL        ,PAINE-WELLS ABEL, ,231,71ST                ,B,ID4445113314673010003
PAINE-WELLS  , WALDO       ,PAINE-WELLS WALDO,J,231,71ST                ,B,ID4445113314673010004
PAINE-WELLS  , IGANACIO    ,PAINE-WELLS IGANACIO,J,231,71ST                ,B,ID4445113314673010005
PAINE-WELLS  , BARBRA      ,PAINE-WELLS BARBRA,L,231,71ST                ,B,ID4445113314673010002
PENSMITH     , JEFFERY     ,PENSMITH JEFFERY,J,427,VILLAGRANDE         ,B,ID4445113314676310001
PENSMITH     , THRESSA     ,PENSMITH THRESSA,A,427,VILLAGRANDE         ,B,ID4445113314676310002
PENSMITH     , ANN         ,PENSMITH ANN,A,427,VILLAGRANDE         ,B,ID4445113314676310003
POLLOCK      , ANDREW      ,POLLOCK ANDREW, ,7139,3RD                 ,B,ID4445112314667210001
POLLOCK      , JAMAL       ,POLLOCK JAMAL,F,7139,3RD                 ,B,ID4445112314667210003
POLLOCK      , DAVON       ,POLLOCK DAVON,S,7139,3RD                 ,B,ID4445112314667210005
POLLOCK      , SHAUN       ,POLLOCK SHAUN,P,7139,3RD                 ,B,ID4445112314667210006
POLLOCK      , MIRIAN      ,POLLOCK MIRIAN,J,7139,3RD                 ,B,ID4445112314667210002
POLLOCK      , LEHA        ,POLLOCK LEHA,A,7139,3RD                 ,B,ID4445112314667210004
REEVER       , KENNETH     ,REEVER KENNETH,A,604,STARKEY             ,B,ID44461160650        
ROWAN        , CRISTOPHER  ,ROWAN CRISTOPHER,J,7112,2ND                 ,B,ID4445112314671410001
ROWAN        , ERNEST      ,ROWAN ERNEST,A,7112,2ND                 ,B,ID4445112314671410004
ROWAN        , CATHERINE   ,ROWAN CATHERINE, ,7112,2ND                 ,B,ID4445112314671410002
ROWAN        , ALFREDA     ,ROWAN ALFREDA,L,7112,2ND                 ,B,ID4445112314671410003
SANDERS      , NICHOLAS    ,SANDERS NICHOLAS,G,430,72ND                ,B,ID4445113314678910001
SANDERS      , KATHY       ,SANDERS KATHY,L,430,72ND                ,B,ID4445113314678910002
SCHWARTZ     , JOAN        ,SCHWARTZ JOAN,F,7121,3RD                 ,B,ID4445112314665610001
SCHWARTZ     , PATRICIA    ,SCHWARTZ PATRICIA,E,7121,3RD                 ,B,ID4445112314665610002
SMALL        , JEFFERY     ,SMALL JEFFERY,P,441,VILLAGRANDE         ,B,ID4445113314677110001
SMALL        , ENGER       ,SMALL ENGER,B,441,VILLAGRANDE         ,B,ID4445113314677110002
VELL         , GLORIANE    ,VELL GLORIANE,M,7111,3RD                 ,B,ID4445112314664910001
ARCHBR       , MACK        ,ARCHBR MACK,C,309,WOODHAVEN           ,B,ID4449126128949510001
ARCHBR       , J           ,ARCHBR J,A,309,WOODHAVEN           ,B,ID4449126128949510002
BELTAN       , ELAM        ,BELTAN ELAM,A,114,BRANTWOOD           ,B,ID4449126128936210001
BELTAN       , WYLIE       ,BELTAN WYLIE,A,114,BRANTWOOD           ,B,ID4449126128936210004
BELTAN       , GISELLA     ,BELTAN GISELLA,M,114,BRANTWOOD           ,B,ID4449126128936210002
BELTAN       , RUTHANN     ,BELTAN RUTHANN,M,114,BRANTWOOD           ,B,ID4449126128936210003
BETRAN       , LAWRENE     ,BETRAN LAWRENE, ,108,BRANTWOOD           ,B,ID4449126128933910001
BETRAN       , JEFFREY     ,BETRAN JEFFREY, ,108,BRANTWOOD           ,B,ID4449126128933910003
BETRAN       , SOLITA      ,BETRAN SOLITA, ,108,BRANTWOOD           ,B,ID4449126128933910002
COGER        , EDDIE       ,COGER EDDIE,M,313,WOODHAVEN           ,B,ID4449126128947910001
COGER        , EARL        ,COGER EARL,M,313,WOODHAVEN           ,B,ID4449126128947910003
COGER        , ROSSITA     ,COGER ROSSITA,J,313,WOODHAVEN           ,B,ID4449126128947910002
DORSLY       , GARY        ,DORSLY GARY,S,503,WOODHAVEN           ,B,ID4449126128942010001
DORSLY       , MELLISA     ,DORSLY MELLISA,J,503,WOODHAVEN           ,B,ID4449126128942010002
DORSLY       , DEBNA       ,DORSLY DEBNA,M,503,WOODHAVEN           ,B,ID4449126128942010003
DORSLY       , EDNA        ,DORSLY EDNA,L,503,WOODHAVEN           ,B,ID4449126128942010004
DRENNON      , ISAAC       ,DRENNON ISAAC,F,311,WOODHAVEN           ,B,ID4449126128948710001
DRENNON      , EARNEST     ,DRENNON EARNEST,R,311,WOODHAVEN           ,B,ID4449126128948710003
DRENNON      , THERSA      ,DRENNON THERSA,A,311,WOODHAVEN           ,B,ID4449126128948710002
FLEET        , JOHNNIE     ,FLEET JOHNNIE, ,514,WOODHAVEN           ,B,ID4449126128939610001
FLEET        , ANTOINETTE  ,FLEET ANTOINETTE, ,514,WOODHAVEN           ,B,ID4449126128939610002
FLOWER       , STANLEY     ,FLOWER STANLEY,J,405,WOODHAVEN           ,B,ID4449126128944610002
FLOWER       , CORNELIA    ,FLOWER CORNELIA,M,405,WOODHAVEN           ,B,ID4449126128944610001
GALINDE      , KENNETH     ,GALINDE KENNETH,E,100,BRANTWOOD           ,B,ID4449126128929710001
GALINDE      , ENZNZELLE   ,GALINDE ENZNZELLE,E,100,BRANTWOOD           ,B,ID4449126128929710002
GALINDE      , LACHELLE    ,GALINDE LACHELLE,G,100,BRANTWOOD           ,B,ID4449126128929710003
GALINDE      , CHATYRA     ,GALINDE CHATYRA,M,100,BRANTWOOD           ,B,ID4449126128929710004
HILLEGASS    , JOHNNIE     ,HILLEGASS JOHNNIE,E,106,BRANTWOOD           ,B,ID4449126128932110001
HILLEGASS    , JENIA       ,HILLEGASS JENIA, ,106,BRANTWOOD           ,B,ID4449126128932110002
HILLEGASS    , HAILIE      ,HILLEGASS HAILIE,E,106,BRANTWOOD           ,B,ID4449126128932110003
HILLEGASS    , ROSE        ,HILLEGASS ROSE,C,106,BRANTWOOD           ,B,ID4449126128932110004
HILLEGASS    , JONIE       ,HILLEGASS JONIE,E,106,BRANTWOOD           ,B,ID4449126128932110005
HULLOWAY     , SCOTT       ,HULLOWAY SCOTT,C,107,ELDORADA            ,B,ID4449126128925510001
HULLOWAY     , JENNIFER    ,HULLOWAY JENNIFER,T,107,ELDORADA            ,B,ID4449126128925510002
JONES        , PRESPEU     ,JONES PRESPEU,J,7114,3RD                 ,B,ID444611540953       
JONES        , NAOMI       ,JONES NAOMI,K,7114,3RD                 ,B,ID444611540954       
JONES        , LUC         ,JONES LUC,M,7114,3RD                 ,B,ID444611540955       
KABEZA       , RONNY       ,KABEZA RONNY, ,512,WOODHAVEN           ,B,ID4449126128938810001
KABEZA       , KEN         ,KABEZA KEN,R,512,WOODHAVEN           ,B,ID4449126128938810003
KABEZA       , SHAWNA      ,KABEZA SHAWNA, ,512,WOODHAVEN           ,B,ID4449126128938810002
KEARNAY      , SHAMIKA     ,KEARNAY SHAMIKA,E,501,WOODHAVE            ,B,ID4449126128943810001
KEARNAY      , ASHLEY      ,KEARNAY ASHLEY, ,501,WOODHAVE            ,B,ID4449126128943810002
KEARNAY      , SHERMICE    ,KEARNAY SHERMICE, ,501,WOODHAVE            ,B,ID4449126128943810003
MASLIN       , ALMA        ,MASLIN ALMA,C,620,STARKEY             ,B,ID44461191152        
MITCHELL     , GEROME      ,MITCHELL GEROME,J,509,WOODHAVEN           ,B,ID4449126128940410001
MITCHELL     , DORETTA     ,MITCHELL DORETTA,M,509,WOODHAVEN           ,B,ID4449126128940410002
MONGUM       , ROBERT      ,MONGUM ROBERT,J,105,EL DORADO           ,B,ID4449126128926310001
MONGUM       , RAKIA       ,MONGUM RAKIA, ,105,EL DORADO           ,B,ID4449126128926310002
RAMOS        , SONYA       ,RAMOS SONYA,K,112,BRANTWOOD           ,B,ID4449126128935410001
RHOADS       , JEFFREY     ,RHOADS JEFFREY,C,110,BRANTWOOD           ,B,ID4449126128934710001
RHOADS       , HENRIETTA   ,RHOADS HENRIETTA, ,110,BRANTWOOD           ,B,ID4449126128934710002
RHOADS       , JANIE       ,RHOADS JANIE,M,110,BRANTWOOD           ,B,ID4449126128934710003
RHOADS       , JEANNE      ,RHOADS JEANNE, ,110,BRANTWOOD           ,B,ID4449126128934710004
RICHARDSONIII, EMMIT       ,RICHARDSONIII EMMIT,E,315,WOODHAVEN           ,B,ID4449126128946110001
RICHARDSONIII, TOMICA      ,RICHARDSONIII TOMICA,R,315,WOODHAVEN           ,B,ID4449126128946110002
RIVERA       , JOHN        ,RIVERA JOHN,U,104,BRANTONWOOD         ,B,ID4449126128931310001
RIVERA       , STEWART     ,RIVERA STEWART,K,104,BRANTONWOOD         ,B,ID4449126128931310002
RODRIGUEZ    , JOSHUA      ,RODRIGUEZ JOSHUA,V,101,EL DORADO           ,B,ID4449126128928910001
RODRIGUEZ    , RUBY        ,RODRIGUEZ RUBY,E,101,EL DORADO           ,B,ID4449126128928910002
SPINWATO     , SILYIA      ,SPINWATO SILYIA,M,301,71ST                ,B,ID444611541056       
STEWART      , FRED        ,STEWART FRED,A,505,WOODHAVEN           ,B,ID4449126128941210001
STEWART      , SHANTELL    ,STEWART SHANTELL,A,505,WOODHAVEN           ,B,ID4449126128941210002
STOPPY       , JEFFREY     ,STOPPY JEFFREY,F,102,BRANTWOOD           ,B,ID4449126128930510001
STOPPY       , FRANK       ,STOPPY FRANK,E,102,BRANTWOOD           ,B,ID4449126128930510005
STOPPY       , ELOUISE     ,STOPPY ELOUISE,F,102,BRANTWOOD           ,B,ID4449126128930510002
STOPPY       , QUIYINA     ,STOPPY QUIYINA,B,102,BRANTWOOD           ,B,ID4449126128930510003
STOPPY       , ALIE        ,STOPPY ALIE,A,102,BRANTWOOD           ,B,ID4449126128930510004
WILKS        , BENEDICT    ,WILKS BENEDICT,W,103,EL DORADO           ,B,ID4449126128927110001
WILKS        , STEVEN      ,WILKS STEVEN,M,103,EL DORADO           ,B,ID4449126128927110003
WILKS        , HARRIET     ,WILKS HARRIET,L,103,EL DORADO           ,B,ID4449126128927110002
WILLIAM      , CHARLEY     ,WILLIAM CHARLEY,A,510,WOODHAVEN           ,B,ID4449126128937010001
WILLIAM      , SHERRY      ,WILLIAM SHERRY,V,510,WOODHAVEN           ,B,ID4449126128937010002
WRIGHT       , BRYAN       ,WRIGHT BRYAN, ,307,WOODHAVEN           ,B,ID4449126128950310001
WRIGHT       , MAXINE      ,WRIGHT MAXINE,H,307,WOODHAVEN           ,B,ID4449126128950310002
YATES        , CHANSE      ,YATES CHANSE,E,403,WOODHAVEN           ,B,ID4449126128945310001
YATES        , ALFREDICA   ,YATES ALFREDICA,S,403,WOODHAVEN           ,B,ID4449126128945310002
