FirstName,LastName,Name,MiddleInitial,HouseNumber,StreetName,Source,Class
REAVES       ,             ,REAVES ,D,625,MARTIN LUTHER K     ,A,ID4450127238377410002
RODRIGUEZ    , QUENTIN     ,RODRIGUEZ QUENTIN,R,14235,22ND                ,A,ID4450127238407910002
RODRIGUEZ    , STEPHANIE   ,RODRIGUEZ STEPHANIE,R,14235,22ND                ,A,ID4450127238407910001
ROTHSHILD    , PHILLIP     ,ROTHSHILD PHILLIP, ,14240,22ND                ,A,ID4450127238401210003
ROTHSHILD    , J           ,ROTHSHILD J,L,14240,22ND                ,A,ID4450127238401210001
ROTHSHILD    , HILLIARD    ,ROTHSHILD HILLIARD,E,14240,22ND                ,A,ID4450127238401210002
RUDASILL     , DOMINIC     ,RUDASILL DOMINIC,A,122,WARE                ,A,ID4450127238361810002
RUDASILL     , SEPTIMIA    ,RUDASILL SEPTIMIA,E,122,WARE                ,A,ID4450127238361810004
RUDASILL     , KIMBERLY    ,RUDASILL KIMBERLY,L,122,WARE                ,A,ID4450127238361810001
RUDASILL     , ALISA       ,RUDASILL ALISA,M,122,WARE                ,A,ID4450127238361810003
RUDASILL     ,             ,RUDASILL ,S,122,WARE                ,A,ID4450127238361810005
RUEHLING     , TRACIE      ,RUEHLING TRACIE,D,3870,HWY 54              ,A,ID4450127238371710001
RUEHLING     , MELISSA     ,RUEHLING MELISSA,A,3870,HWY 54              ,A,ID4450127238371710002
RUMOR        ,             ,RUMOR ,A,3840,HWY 54              ,A,ID4450127238369110001
RUSSALL      , MYRIAM      ,RUSSALL MYRIAM,S,624,OCONEE              ,A,ID4450127238393110002
RUSSALL      , JORGE       ,RUSSALL JORGE,L,624,OCONEE              ,A,ID4450127238393110003
RUSSALL      , LYNNETTE    ,RUSSALL LYNNETTE,C,624,OCONEE              ,A,ID4450127238393110001
SANTIAGO     , PELHAM      ,SANTIAGO PELHAM, ,101,JOHNSON             ,A,ID4450127238353510002
SANTIAGO     , GEORGE      ,SANTIAGO GEORGE,L,101,JOHNSON             ,A,ID4450127238353510003
SANTIAGO     , ANGELA      ,SANTIAGO ANGELA,E,101,JOHNSON             ,A,ID4450127238353510001
SANTIAGO     , JESSEE      ,SANTIAGO JESSEE,T,101,JOHNSON             ,A,ID4450127238353510004
SQUILLANTE   , LUIS        ,SQUILLANTE LUIS,A,3556,HWY 54              ,A,ID4450127238366710001
SQUILLANTE   , GERAR       ,SQUILLANTE GERAR, ,3556,HWY 54              ,A,ID4450127238366710002
SWAGOI       , CHARLES     ,SWAGOI CHARLES,A,600,OCONEE              ,A,ID4450127238382410004
SWAGOI       , ISRAEL      ,SWAGOI ISRAEL,M,600,OCONEE              ,A,ID4450127238382410005
SWAGOI       , MARY CAROLE ,SWAGOI MARY CAROLE,T,600,OCONEE              ,A,ID4450127238382410001
SWAGOI       ,             ,SWAGOI ,B,600,OCONEE              ,A,ID4450127238382410002
SWAGOI       ,             ,SWAGOI ,C,600,OCONEE              ,A,ID4450127238382410003
SYKS         , KATHERINE   ,SYKS KATHERINE,M,14230,22ND                ,A,ID4450127238400410001
TONSTALL     , NICHOLE     ,TONSTALL NICHOLE,L,201,MAIN                ,A,ID4450127238356810001
TONSTALL     , MARY        ,TONSTALL MARY,C,201,MAIN                ,A,ID4450127238356810002
TONSTALL     , HARRIETT    ,TONSTALL HARRIETT,J,201,MAIN                ,A,ID4450127238356810003
WASHINGTON   , J           ,WASHINGTON J,P,603,MARTIN LUTHER K     ,A,ID4450127238380810001
WASHINGTON   , STEPHENS    ,WASHINGTON STEPHENS,I,603,MARTIN LUTHER K     ,A,ID4450127238380810003
WASHINGTON   , AMAURY      ,WASHINGTON AMAURY,P,603,MARTIN LUTHER K     ,A,ID4450127238380810004
WASHINGTON   , XIOMARA     ,WASHINGTON XIOMARA,E,603,MARTIN LUTHER K     ,A,ID4450127238380810002
WIESMAN      ,             ,WIESMAN ,V,3850,HWY 54              ,A,ID4450127238370910001
BELL         , GLORIANNE   ,BELL GLORIANNE,M,7111,3RD                 ,A,ID4445112314664910001
BRAWD        , ALLEN       ,BRAWD ALLEN,J,7126,2ND                 ,A,ID4445112314670610001
BRAWD        , ANN0        ,BRAWD ANN0,D,7126,2ND                 ,A,ID4445112314670610002
CARTER       , JEAN        ,CARTER JEAN,B,410,72ND                ,A,ID4445113314679710001
DUCOTY       , DOUGASS     ,DUCOTY DOUGASS,S,7134,3RD                 ,A,ID4445113314682110001
DUCOTY       , MICLELLE    ,DUCOTY MICLELLE,C,7134,3RD                 ,A,ID4445113314682110002
DUFFY TYLER  , L           ,DUFFY TYLER L,A,400,72ND                ,A,ID4445113314680510001
DUFFY TYLER  , D           ,DUFFY TYLER D,J,400,72ND                ,A,ID4445113314680510003
DUFFY TYLER  , BENJAMIN    ,DUFFY TYLER BENJAMIN,M,400,72ND                ,A,ID4445113314680510004
DUFFY TYLER  , ALICIA      ,DUFFY TYLER ALICIA, ,400,72ND                ,A,ID4445113314680510002
DUFFY TYLER  , GERALDENE   ,DUFFY TYLER GERALDENE,L,400,72ND                ,A,ID4445113314680510005
DUFFY TYLER  , NATSHA      ,DUFFY TYLER NATSHA,M,400,72ND                ,A,ID4445113314680510006
EHM          , JESUS       ,EHM JESUS,A,419,VILLAGRANDE         ,A,ID4445113314675510001
EHM          , ETHEL       ,EHM ETHEL,J,419,VILLAGRANDE         ,A,ID4445113314675510002
EHM          ,             ,EHM ,M,419,VILLAGRANDE         ,A,ID4445113314675510003
GASBARRO     , PABLOS      ,GASBARRO PABLOS,U,401,VILLAGRANDE         ,A,ID4445113314674810001
GASBARRO     , LEANNE      ,GASBARRO LEANNE, ,401,VILLAGRANDE         ,A,ID4445113314674810002
GASBARRO     , ERIN        ,GASBARRO ERIN,K,401,VILLAGRANDE         ,A,ID4445113314674810003
GASBARRO     , JO          ,GASBARRO JO, ,401,VILLAGRANDE         ,A,ID4445113314674810005
GASBARRO     ,             ,GASBARRO ,A,401,VILLAGRANDE         ,A,ID4445113314674810004
HELLER       , DIXION      ,HELLER DIXION,J,318,72ND                ,A,ID4445113314681310001
HELLER       , DOREN       ,HELLER DOREN,J,318,72ND                ,A,ID4445113314681310003
HELLER       , TEGIRA      ,HELLER TEGIRA,J,318,72ND                ,A,ID4445113314681310002
HELLER       , AGELEON     ,HELLER AGELEON,M,318,72ND                ,A,ID4445113314681310004
HELLER       ,             ,HELLER ,J,318,72ND                ,A,ID4445113314681310005
HELLER       ,             ,HELLER ,A,318,72ND                ,A,ID4445113314681310006
HOPPER       , ARISTIDES   ,HOPPER ARISTIDES,C,7100,2ND                 ,A,ID4445112314672210001
HOPPER       , CARLOS      ,HOPPER CARLOS,C,7100,2ND                 ,A,ID4445112314672210003
HOPPER       , ROSEY       ,HOPPER ROSEY,B,7100,2ND                 ,A,ID4445112314672210002
HUBRIC       , CHARLES     ,HUBRIC CHARLES,P,7127,3RD                 ,A,ID4445112314666410001
HUBRIC       , DIANE       ,HUBRIC DIANE, ,7127,3RD                 ,A,ID4445112314666410002
PAINE WELLS  , SIGFREDO    ,PAINE WELLS SIGFREDO,J,231,71ST                ,A,ID4445113314673010001
PAINE WELLS  , AGEL        ,PAINE WELLS AGEL,J,231,71ST                ,A,ID4445113314673010003
PAINE WELLS  , OSWALDO     ,PAINE WELLS OSWALDO,J,231,71ST                ,A,ID4445113314673010004
PAINE WELLS  , IGNACIO     ,PAINE WELLS IGNACIO,J,231,71ST                ,A,ID4445113314673010005
PAINE WELLS  , BARBARA     ,PAINE WELLS BARBARA,C,231,71ST                ,A,ID4445113314673010002
PENSETH      , JEFFREY     ,PENSETH JEFFREY,J,427,VILLAGRANDE         ,A,ID4445113314676310001
PENSETH      , THRESA      ,PENSETH THRESA,A,427,VILLAGRANDE         ,A,ID4445113314676310002
PENSETH      , ANNE        ,PENSETH ANNE,A,427,VILLAGRANDE         ,A,ID4445113314676310003
POLLACK      , ANDREW E    ,POLLACK ANDREW E, ,7139,3RD                 ,A,ID4445112314667210001
POLLACK      , JAMAR       ,POLLACK JAMAR,F,7139,3RD                 ,A,ID4445112314667210003
POLLACK      , DARON       ,POLLACK DARON,S,7139,3RD                 ,A,ID4445112314667210005
POLLACK      , SHAWN       ,POLLACK SHAWN,P,7139,3RD                 ,A,ID4445112314667210006
POLLACK      , MIRIAM      ,POLLACK MIRIAM,J,7139,3RD                 ,A,ID4445112314667210002
POLLACK      , LEAH        ,POLLACK LEAH,A,7139,3RD                 ,A,ID4445112314667210004
ROWEN        , CHRISTOPHER ,ROWEN CHRISTOPHER,J,7112,2ND                 ,A,ID4445112314671410001
ROWEN        , EARNEST     ,ROWEN EARNEST,A,7112,2ND                 ,A,ID4445112314671410004
ROWEN        , CATHY       ,ROWEN CATHY, ,7112,2ND                 ,A,ID4445112314671410002
ROWEN        , ELFRIEDA    ,ROWEN ELFRIEDA,C,7112,2ND                 ,A,ID4445112314671410003
SAUNDERS     , NICOLAS     ,SAUNDERS NICOLAS,G,430,72ND                ,A,ID4445113314678910001
SAUNDERS     , CATHERINE   ,SAUNDERS CATHERINE,L,430,72ND                ,A,ID4445113314678910002
SCCHWARTZ    , JOHN        ,SCCHWARTZ JOHN,F,7121,3RD                 ,A,ID4445112314665610001
SCCHWARTZ    , TRICIA      ,SCCHWARTZ TRICIA,E,7121,3RD                 ,A,ID4445112314665610002
SMALLS       , JEFFREY     ,SMALLS JEFFREY,P,441,VILLAGRANDE         ,A,ID4445113314677110001
SMALLS       , INGER       ,SMALLS INGER,B,441,VILLAGRANDE         ,A,ID4445113314677110002
SMALLS       ,             ,SMALLS ,J,441,VILLAGRANDE         ,A,ID4445113314677110004
SMALLS       ,             ,SMALLS ,A,441,VILLAGRANDE         ,A,ID4445113314677110003
ARCHER       , MARC        ,ARCHER MARC,C,309,WOODHAVEN           ,A,ID4449126128949510001
ARCHER       , JEAN        ,ARCHER JEAN,A,309,WOODHAVEN           ,A,ID4449126128949510002
BELTRAN      , LAWRENCE    ,BELTRAN LAWRENCE,C,108,BRANTWOOD           ,A,ID4449126128933910001
BELTRAN      , JEFF        ,BELTRAN JEFF,J,108,BRANTWOOD           ,A,ID4449126128933910003
BELTRAN      , SOUTA       ,BELTRAN SOUTA,M,108,BRANTWOOD           ,A,ID4449126128933910002
BELTRAN      , ELMER       ,BELTRAN ELMER,A,114,BRANTWOOD           ,A,ID4449126128936210001
BELTRAN      , WILEY       ,BELTRAN WILEY,A,114,BRANTWOOD           ,A,ID4449126128936210004
BELTRAN      , GISELA      ,BELTRAN GISELA,M,114,BRANTWOOD           ,A,ID4449126128936210002
BELTRAN      , RUTH ANN    ,BELTRAN RUTH ANN,M,114,BRANTWOOD           ,A,ID4449126128936210003
CAGER        , EDWIN       ,CAGER EDWIN,M,313,WOODHAVEN           ,A,ID4449126128947910001
CAGER        , EARLE       ,CAGER EARLE,M,313,WOODHAVEN           ,A,ID4449126128947910003
CAGER        , ROSETTA     ,CAGER ROSETTA,J,313,WOODHAVEN           ,A,ID4449126128947910002
COBEZA       , RONNIE      ,COBEZA RONNIE, ,512,WOODHAVEN           ,A,ID4449126128938810001
COBEZA       , KENNETH     ,COBEZA KENNETH,R,512,WOODHAVEN           ,A,ID4449126128938810003
COBEZA       , SHAWN       ,COBEZA SHAWN,E,512,WOODHAVEN           ,A,ID4449126128938810002
COBEZA       ,             ,COBEZA ,M,512,WOODHAVEN           ,A,ID4449126128938810004
DORSEY       , ARY         ,DORSEY ARY,S,503,WOODHAVEN           ,A,ID4449126128942010001
DORSEY       , MELISSA     ,DORSEY MELISSA,J,503,WOODHAVEN           ,A,ID4449126128942010002
DORSEY       , DEBBIE      ,DORSEY DEBBIE,M,503,WOODHAVEN           ,A,ID4449126128942010003
DORSEY       , ENDA        ,DORSEY ENDA,L,503,WOODHAVEN           ,A,ID4449126128942010004
DRENMON      , ISSAC       ,DRENMON ISSAC,F,311,WOODHAVEN           ,A,ID4449126128948710001
DRENMON      , ERNEST      ,DRENMON ERNEST,R,311,WOODHAVEN           ,A,ID4449126128948710003
DRENMON      , THERESA     ,DRENMON THERESA,A,311,WOODHAVEN           ,A,ID4449126128948710002
FLEEK        , JOANNIE     ,FLEEK JOANNIE, ,514,WOODHAVEN           ,A,ID4449126128939610001
FLEEK        , ANNTIONETTE ,FLEEK ANNTIONETTE, ,514,WOODHAVEN           ,A,ID4449126128939610002
FLOWERS      , STANLY      ,FLOWERS STANLY,J,405,WOODHAVEN           ,A,ID4449126128944610002
FLOWERS      , COVNELIA    ,FLOWERS COVNELIA,M,405,WOODHAVEN           ,A,ID4449126128944610001
GALIDEZ      , KEN         ,GALIDEZ KEN,E,100,BRANTWOOD           ,A,ID4449126128929710001
GALIDEZ      , ENZELEE     ,GALIDEZ ENZELEE,E,100,BRANTWOOD           ,A,ID4449126128929710002
GALIDEZ      , MICHELLE    ,GALIDEZ MICHELLE,M,100,BRANTWOOD           ,A,ID4449126128929710003
GALIDEZ      , CHATERAH    ,GALIDEZ CHATERAH,M,100,BRANTWOOD           ,A,ID4449126128929710004
HILLEGAS     , GIANNI      ,HILLEGAS GIANNI,E,106,BRANTWOOD           ,A,ID4449126128932110001
HILLEGAS     , JANICE      ,HILLEGAS JANICE, ,106,BRANTWOOD           ,A,ID4449126128932110002
HILLEGAS     , HAILLE      ,HILLEGAS HAILLE,E,106,BRANTWOOD           ,A,ID4449126128932110003
HILLEGAS     , ROSA        ,HILLEGAS ROSA,C,106,BRANTWOOD           ,A,ID4449126128932110004
HILLEGAS     , JAMIE       ,HILLEGAS JAMIE,E,106,BRANTWOOD           ,A,ID4449126128932110005
HOLLOWAY     , SCOT        ,HOLLOWAY SCOT,C,107,ELDORADO            ,A,ID4449126128925510001
HOLLOWAY     , JENIFFER    ,HOLLOWAY JENIFFER,T,107,ELDORADO            ,A,ID4449126128925510002
KEARNEY      , SHANIKA     ,KEARNEY SHANIKA,E,501,WOODHAVEN           ,A,ID4449126128943810001
KEARNEY      , ASHELY      ,KEARNEY ASHELY,E,501,WOODHAVEN           ,A,ID4449126128943810002
KEARNEY      , SHERMISE    ,KEARNEY SHERMISE,J,501,WOODHAVEN           ,A,ID4449126128943810003
MANGUM       , ROB         ,MANGUM ROB,J,105,ELDORADO            ,A,ID4449126128926310001
MANGUM       , BAKIA       ,MANGUM BAKIA,E,105,ELDORADO            ,A,ID4449126128926310002
MITCHELLL    , JEROME      ,MITCHELLL JEROME,J,509,WOODHAVEN           ,A,ID4449126128940410001
MITCHELLL    , DONETTA     ,MITCHELLL DONETTA,M,509,WOODHAVEN           ,A,ID4449126128940410002
RADRIGZ      , JOSH        ,RADRIGZ JOSH,D,101,ELDORADO            ,A,ID4449126128928910001
RADRIGZ      , RUGY        ,RADRIGZ RUGY,E,101,ELDORADO            ,A,ID4449126128928910002
RAMAS        , SONJA       ,RAMAS SONJA,K,112,BRANTWOOD           ,A,ID4449126128935410001
RHODES       , JEFF        ,RHODES JEFF,L,110,BRANTWOOD           ,A,ID4449126128934710001
RHODES       , HENRIETTE   ,RHODES HENRIETTE, ,110,BRANTWOOD           ,A,ID4449126128934710002
RHODES       , JANNIE      ,RHODES JANNIE,M,110,BRANTWOOD           ,A,ID4449126128934710003
RHODES       , JOANN       ,RHODES JOANN,N,110,BRANTWOOD           ,A,ID4449126128934710004
RIBERA       , JOHONNY     ,RIBERA JOHONNY,U,104,BRANTWOOD           ,A,ID4449126128931310001
RIBERA       , STUART      ,RIBERA STUART,K,104,BRANTWOOD           ,A,ID4449126128931310002
RICHARDSON   , EMMETTE     ,RICHARDSON EMMETTE,E,315,WOODHAVEN           ,A,ID4449126128946110001
RICHARDSON   , TAMIKA      ,RICHARDSON TAMIKA,R,315,WOODHAVEN           ,A,ID4449126128946110002
STAPPY       , JEFF        ,STAPPY JEFF,F,102,BRANTWOOD           ,A,ID4449126128930510001
STAPPY       , FRANKLIN    ,STAPPY FRANKLIN,E,102,BRANTWOOD           ,A,ID4449126128930510005
STAPPY       , ELLA LOUISE ,STAPPY ELLA LOUISE,F,102,BRANTWOOD           ,A,ID4449126128930510002
STAPPY       , QUAYN       ,STAPPY QUAYN,B,102,BRANTWOOD           ,A,ID4449126128930510003
STAPPY       , ARLIE       ,STAPPY ARLIE,A,102,BRANTWOOD           ,A,ID4449126128930510004
STEWARD      , FREDERICK   ,STEWARD FREDERICK,A,505,WOODHAVEN           ,A,ID4449126128941210001
STEWARD      , CHANTEL     ,STEWARD CHANTEL,A,505,WOODHAVEN           ,A,ID4449126128941210002
WCIGNT       , BRIAN       ,WCIGNT BRIAN, ,307,WOODHAVEN           ,A,ID4449126128950310001
WCIGNT       , MAXICINE    ,WCIGNT MAXICINE,H,307,WOODHAVEN           ,A,ID4449126128950310002
WILKES       , BEN         ,WILKES BEN,W,103,ELDORADO            ,A,ID4449126128927110001
WILKES       , STEVE       ,WILKES STEVE,M,103,ELDORADO            ,A,ID4449126128927110003
WILKES       , HARRIETTE   ,WILKES HARRIETTE,L,103,ELDORADO            ,A,ID4449126128927110002
WILLIAMS     , CHARLIE     ,WILLIAMS CHARLIE,A,510,WOODHAVEN           ,A,ID4449126128937010001
WILLIAMS     , SHERRI      ,WILLIAMS SHERRI,V,510,WOODHAVEN           ,A,ID4449126128937010002
YETES        , CHANCE      ,YETES CHANCE,E,403,WOODHAVEN           ,A,ID4449126128945310001
YETES        , ALFREDRICK  ,YETES ALFREDRICK,S,403,WOODHAVEN           ,A,ID4449126128945310002
